field_of_study,gpa,python,java,c_cpp,sql,machine_learning,data_analysis,cloud_computing,cybersecurity,web_development,devops,networking,communication,leadership,problem_solving,teamwork,adaptability,tech_total,soft_total,tech_soft_ratio,ds_score,da_score,da_score_v2,ba_score,mle_score,de_score,se_score,ce_score,is_data_engineer,is_data_analyst,is_software_dev,is_cloud_expert,is_heavy_ml,is_data_expert,dev_vs_data,ml_vs_dev,analytics_no_infra,infra_no_analytics,da_vs_ds
Cybersecurity,2.9,1,0,0,0,0,1,0,0,0,0,0,4,2,3,3,4,2,16,0.11764705882352941,2,6,10,13,1,2,2,0,0,0,0,0,0,0,-1,0,1,-1,1
Data Science,2.76,1,0,0,1,1,1,0,1,0,1,1,4,2,4,3,2,7,15,0.4375,5,8,10,12,4,6,1,3,0,0,0,0,1,1,-2,1,1,1,0
Software Engineering,2.6,1,1,1,1,0,0,1,0,0,0,1,4,2,3,2,2,6,13,0.42857142857142855,2,6,9,12,2,8,6,4,0,0,1,0,0,0,1,-1,0,2,0
Computer Science,2.65,1,1,1,1,1,0,1,0,0,0,1,1,4,1,5,1,7,12,0.5384615384615384,4,3,5,5,4,7,5,3,0,0,1,0,1,0,1,0,0,2,-1
Software Engineering,3.09,0,0,0,0,0,1,1,0,1,0,0,2,2,4,2,4,3,14,0.2,1,4,6,11,1,3,3,2,0,0,0,0,0,0,0,-1,0,0,1
Cybersecurity,3.31,0,0,1,1,0,0,0,0,0,0,0,4,5,4,4,5,2,22,0.08695652173913043,1,6,9,17,0,4,3,1,0,0,0,0,0,0,0,0,1,0,0
Software Engineering,3.37,0,0,0,0,1,1,0,0,0,0,0,2,1,4,4,3,2,14,0.13333333333333333,3,4,6,9,2,0,0,-1,0,0,0,0,0,0,-1,1,1,-1,0
Software Engineering,3.2,1,1,1,1,1,0,0,0,1,1,0,4,1,3,3,5,7,16,0.4117647058823529,4,6,8,9,4,6,7,2,0,0,1,0,1,0,2,-1,0,1,-1
AI,3.68,0,0,1,1,0,1,0,1,0,1,0,4,1,4,5,3,5,17,0.2777777777777778,2,8,10,13,1,5,2,3,0,1,0,0,0,1,-1,0,1,0,1
Cybersecurity,3.63,0,1,0,0,0,0,1,0,1,0,0,2,2,4,4,3,3,15,0.1875,0,2,4,10,1,4,6,3,0,0,1,0,0,0,2,-2,-1,1,0
Data Science,3.28,1,0,1,0,1,1,0,0,0,1,0,2,1,3,5,2,5,13,0.35714285714285715,4,4,6,6,4,3,2,1,0,0,0,0,1,0,0,1,0,0,0
Data Science,2.75,1,1,0,0,1,0,0,1,0,1,0,2,3,3,3,1,5,12,0.38461538461538464,3,2,4,7,4,4,4,3,0,0,1,0,1,0,1,0,-1,1,-1
AI,2.9,0,1,0,1,1,1,1,0,1,0,0,4,3,2,1,5,6,15,0.375,4,8,9,13,3,4,4,1,0,0,0,0,0,1,0,-1,1,0,0
Software Engineering,3.4,0,0,1,0,0,0,0,1,1,1,1,5,3,2,5,3,5,18,0.2631578947368421,0,5,7,14,1,5,5,5,0,0,1,0,0,0,2,-1,-1,2,0
Computer Science,3.18,1,0,0,1,0,1,0,0,0,0,0,5,2,5,3,3,3,18,0.15789473684210525,3,9,13,17,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
Computer Science,2.52,0,0,0,1,1,1,1,1,1,1,0,5,2,3,3,5,7,18,0.3684210526315789,4,9,9,14,4,6,2,4,1,0,0,1,0,1,-1,0,0,1,0
AI,3.36,1,1,0,1,1,1,0,0,0,0,1,3,1,3,4,4,6,15,0.375,5,7,10,9,3,4,3,0,0,0,0,0,1,1,-1,0,2,0,0
Data Science,4.0,1,0,1,0,1,1,1,0,1,0,0,2,2,4,4,3,6,15,0.375,4,4,6,9,4,3,4,1,0,0,0,0,1,0,1,0,0,0,0
Cybersecurity,3.68,1,0,1,0,0,0,1,1,0,1,1,5,2,4,5,1,6,17,0.3333333333333333,1,5,7,14,3,8,4,7,0,0,0,1,0,0,1,0,-2,3,0
Cybersecurity,3.62,0,0,0,1,1,0,1,0,0,0,1,1,2,2,2,5,4,12,0.3076923076923077,3,3,4,5,3,6,1,3,0,0,0,0,0,0,-1,1,0,2,-1
Cybersecurity,3.52,1,0,0,0,0,1,1,1,0,1,1,5,4,2,5,1,6,17,0.3333333333333333,2,7,9,15,3,7,2,6,0,0,0,1,0,0,-1,0,-1,2,1
Computer Science,2.87,1,1,1,1,0,0,1,1,0,1,1,5,2,1,4,3,8,15,0.5,2,7,9,11,3,10,6,7,1,0,1,1,0,0,1,-1,-1,3,0
Data Science,2.83,1,1,0,1,1,1,0,1,0,1,0,1,2,5,3,4,7,15,0.4375,5,5,7,7,4,5,3,2,0,0,0,0,1,1,-1,0,1,0,0
Data Science,3.76,1,1,1,0,1,1,0,1,0,1,0,1,4,5,5,4,7,19,0.35,4,3,5,9,4,3,4,2,0,0,0,0,1,0,1,0,0,0,0
Computer Science,2.9,1,0,1,1,1,1,0,0,1,1,1,1,5,5,5,3,8,19,0.4,5,5,7,10,4,6,4,2,0,0,0,0,1,1,0,0,1,1,0
Data Science,2.82,0,0,1,1,1,0,1,1,1,1,0,2,5,1,1,4,7,13,0.5,3,4,4,8,4,7,4,5,1,0,1,1,0,0,1,0,-1,2,-1
Data Science,3.38,1,1,1,0,1,1,1,1,0,0,0,2,1,1,2,5,7,11,0.5833333333333334,4,4,6,5,4,3,4,2,0,0,0,0,1,0,1,0,0,0,0
AI,2.85,0,1,1,1,1,0,1,1,1,0,1,2,1,2,4,1,8,10,0.7272727272727273,3,4,5,6,3,6,6,4,0,0,1,0,0,0,2,-1,0,2,-1
AI,2.95,0,1,1,1,1,0,1,1,0,0,1,3,2,2,3,1,7,11,0.5833333333333334,3,5,6,9,3,6,4,4,0,0,1,0,0,0,1,0,0,2,-1
Data Science,3.17,1,0,0,1,0,1,1,0,0,1,0,5,4,4,4,3,5,20,0.23809523809523808,3,9,11,17,3,8,2,4,1,1,0,1,0,1,-2,0,0,1,1
Data Science,3.18,1,1,1,0,0,1,1,0,0,0,0,3,3,3,4,4,5,17,0.2777777777777778,2,5,8,12,2,4,5,2,0,0,0,0,0,0,1,-1,0,0,1
Cybersecurity,3.33,1,0,1,0,0,1,0,1,1,1,0,4,4,1,1,2,6,12,0.46153846153846156,2,6,9,12,2,4,5,3,0,0,0,0,0,0,1,-1,0,0,1
Computer Science,2.9,1,0,1,1,0,0,0,1,1,0,0,1,1,5,4,2,5,13,0.35714285714285715,2,3,7,7,1,5,6,2,0,0,1,0,0,0,1,-1,1,0,0
Computer Science,2.83,0,1,1,1,1,1,1,0,1,0,1,3,2,1,2,2,8,10,0.7272727272727273,4,7,8,9,3,5,5,2,0,0,0,0,0,1,1,-1,1,1,0
Data Science,3.16,0,0,1,0,0,0,1,1,1,0,1,3,5,3,1,1,5,13,0.35714285714285715,0,3,5,14,1,5,5,5,0,0,1,0,0,0,2,-1,-1,2,0
Software Engineering,3.16,0,1,0,1,1,1,0,0,1,1,0,1,4,3,2,4,6,14,0.4,4,5,6,8,3,4,4,1,0,0,0,0,0,1,0,-1,1,0,0
Computer Science,2.88,1,0,1,1,0,1,1,1,0,1,0,3,2,3,4,3,7,15,0.4375,3,7,9,10,3,8,3,5,1,1,0,1,0,1,-1,0,0,1,1
Computer Science,3.78,0,1,0,1,1,1,0,1,0,0,1,4,5,4,4,5,6,22,0.2608695652173913,4,8,10,17,2,3,2,1,0,0,0,0,0,1,-1,0,2,0,0
Cybersecurity,3.99,1,1,0,1,1,1,0,0,0,1,0,4,1,4,5,3,6,17,0.3333333333333333,5,8,10,11,4,5,3,1,0,0,0,0,1,1,-1,0,1,0,0
Data Science,3.15,1,1,1,1,1,0,1,0,1,0,1,5,2,3,5,5,8,20,0.38095238095238093,4,7,9,13,4,7,7,3,0,0,1,0,1,0,2,-1,0,2,-1
AI,3.03,1,0,0,0,0,0,1,1,1,1,0,2,1,4,3,3,5,13,0.35714285714285715,1,2,4,7,3,7,5,6,0,0,1,1,0,0,1,-1,-2,2,0
AI,3.78,1,0,0,1,0,0,0,0,1,0,0,4,1,5,3,4,3,17,0.16666666666666666,2,6,10,13,1,5,5,1,0,0,1,0,0,0,0,-1,1,0,0
Software Engineering,3.51,1,1,1,0,1,0,1,0,0,1,0,3,1,5,4,4,6,17,0.3333333333333333,3,3,4,9,5,6,5,4,0,0,1,1,1,0,2,0,-2,2,-1
Software Engineering,3.89,1,1,0,1,1,0,0,1,1,0,1,1,1,2,3,5,7,12,0.5384615384615384,4,3,6,3,3,5,6,2,0,0,1,0,1,0,1,-1,1,1,-1
AI,3.65,0,1,0,0,0,0,1,0,1,0,1,5,3,5,5,3,4,21,0.18181818181818182,0,5,7,18,1,5,6,4,0,0,1,0,0,0,2,-2,-1,2,0
Computer Science,3.07,1,1,0,0,0,1,0,1,1,0,1,2,2,3,2,2,6,11,0.5,2,4,8,9,1,3,6,2,0,0,0,0,0,0,1,-2,1,0,1
AI,2.77,0,1,0,0,1,1,1,0,0,0,1,4,4,3,4,2,5,17,0.2777777777777778,3,6,7,15,3,3,2,2,0,0,0,0,0,0,0,0,0,1,0
AI,2.86,1,0,0,1,1,1,1,1,0,0,0,5,3,4,4,1,6,17,0.3333333333333333,5,9,11,16,4,5,1,2,0,0,0,0,1,1,-2,1,1,0,0
Data Science,3.91,1,0,0,1,0,1,0,1,1,1,0,1,2,3,1,1,6,8,0.6666666666666666,3,5,8,6,2,6,4,3,0,1,0,0,0,1,-1,-1,1,0,1
AI,3.65,1,1,1,0,1,0,0,1,1,0,1,1,5,2,3,5,7,16,0.4117647058823529,3,1,4,7,3,3,7,2,0,0,1,0,1,0,3,-1,0,1,-1
Data Science,3.49,1,0,0,1,1,1,1,0,0,1,1,4,3,5,2,4,7,18,0.3684210526315789,5,8,9,14,5,8,1,4,1,0,0,1,1,1,-2,1,0,2,0
Data Science,3.45,0,0,0,0,0,1,1,0,1,1,0,5,5,1,1,1,4,13,0.2857142857142857,1,7,8,16,2,5,3,4,0,0,0,1,0,0,0,-1,-1,1,1
Software Engineering,3.16,1,0,0,0,1,0,1,0,0,1,1,2,3,1,4,5,5,15,0.3125,3,2,3,5,5,7,2,5,0,0,0,1,1,0,0,1,-2,3,-1
Data Science,3.83,1,0,0,1,1,1,0,1,0,1,0,1,2,4,4,3,6,14,0.4,5,5,7,6,4,5,1,2,0,0,0,0,1,1,-2,1,1,0,0
AI,2.94,0,1,1,0,0,0,0,0,1,1,1,2,3,5,2,5,5,17,0.2777777777777778,0,2,4,11,1,5,7,4,0,0,1,0,0,0,3,-2,-1,2,0
AI,3.92,1,0,0,0,1,0,1,0,0,1,1,4,2,2,1,2,5,11,0.4166666666666667,3,4,5,9,5,7,2,5,0,0,0,1,1,0,0,1,-2,3,-1
Software Engineering,3.25,0,0,0,0,0,1,1,0,0,1,0,2,2,5,1,3,3,13,0.21428571428571427,1,4,5,11,2,5,1,4,0,0,0,1,0,0,-1,0,-1,1,1
Computer Science,3.62,0,0,1,0,0,0,1,1,1,1,0,5,1,3,2,4,5,15,0.3125,0,5,6,13,2,6,5,6,0,0,1,1,0,0,2,-1,-2,2,0
Data Science,3.31,1,0,0,1,1,1,1,0,0,0,0,5,3,3,5,4,5,20,0.23809523809523808,5,9,11,15,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
Software Engineering,2.75,0,0,1,0,0,1,0,0,1,0,0,2,5,4,3,4,3,18,0.15789473684210525,1,4,7,14,0,1,4,0,0,0,0,0,0,0,1,-1,1,-1,1
Software Engineering,2.66,0,0,1,1,0,1,0,0,1,1,0,5,1,5,5,5,5,21,0.22727272727272727,2,9,11,16,1,5,4,2,0,1,0,0,0,1,0,-1,1,0,1
AI,2.99,1,0,0,0,1,1,1,0,0,0,1,4,1,5,2,4,5,16,0.29411764705882354,4,6,8,13,4,4,1,2,0,0,0,0,1,0,-1,1,0,1,0
Software Engineering,3.19,0,0,0,1,1,1,0,1,1,0,1,3,5,3,4,2,6,17,0.3333333333333333,4,7,9,14,2,3,2,1,0,0,0,0,0,1,-1,0,2,0,0
Computer Science,3.17,1,0,1,1,0,1,0,0,0,0,0,4,2,4,3,1,4,14,0.26666666666666666,3,8,12,14,1,4,3,0,0,1,0,0,0,1,-1,0,2,-1,1
Software Engineering,3.65,1,1,0,0,1,0,1,1,0,1,0,5,1,4,4,4,6,18,0.3157894736842105,3,5,6,12,5,6,4,5,0,0,1,1,1,0,1,0,-2,2,-1
AI,3.09,0,0,0,1,1,0,1,0,0,0,0,2,3,3,5,1,3,14,0.2,3,4,5,9,3,5,1,2,0,0,0,0,0,0,-1,1,0,1,-1
Computer Science,3.58,1,1,0,1,0,1,0,0,0,0,0,5,3,5,3,4,4,20,0.19047619047619047,3,9,13,18,1,4,4,0,0,1,0,0,0,1,-1,-1,2,-1,1
Computer Science,2.85,0,0,0,0,0,0,1,0,0,0,0,3,3,5,2,4,1,17,0.05555555555555555,0,3,5,14,1,4,2,3,0,0,0,0,0,0,0,0,-1,1,0
Software Engineering,2.55,0,1,0,0,0,0,1,1,0,0,1,4,5,3,3,1,4,16,0.23529411764705882,0,4,6,16,1,5,4,5,0,0,1,0,0,0,1,-1,-1,2,0
Computer Science,3.51,1,0,1,1,1,1,1,0,0,0,0,4,2,5,3,2,6,16,0.35294117647058826,5,8,10,14,4,5,2,1,0,0,0,0,1,1,-1,1,1,0,0
AI,3.98,1,1,0,1,1,1,0,0,0,0,0,4,3,4,4,3,5,18,0.2631578947368421,5,8,11,14,3,3,3,-1,0,0,0,0,1,1,-1,0,2,-1,0
AI,3.1,0,0,1,1,1,1,0,1,0,1,0,3,4,4,4,5,6,20,0.2857142857142857,4,7,8,13,3,4,1,2,0,0,0,0,0,1,-1,1,1,0,0
Software Engineering,3.96,0,0,0,0,0,0,1,0,1,1,0,3,5,5,4,1,3,18,0.15789473684210525,0,3,4,15,2,6,4,5,0,0,1,1,0,0,1,-1,-2,2,0
Computer Science,3.32,1,0,1,1,0,1,1,0,1,1,0,4,2,4,4,5,7,19,0.35,3,8,10,13,3,8,5,4,1,1,0,1,0,1,0,-1,0,1,1
Computer Science,2.68,0,0,0,1,1,1,1,1,0,0,1,4,1,3,3,3,6,14,0.4,4,8,9,12,3,5,0,3,0,0,0,0,0,1,-2,1,1,1,0
AI,3.2,1,0,0,0,0,1,1,1,0,1,1,4,4,5,3,2,6,18,0.3157894736842105,2,6,8,16,3,7,2,6,0,0,0,1,0,0,-1,0,-1,2,1
Cybersecurity,3.52,0,0,1,0,1,0,1,1,1,0,1,1,1,3,5,1,6,11,0.5,2,1,2,5,3,4,4,4,0,0,1,0,0,0,2,0,-1,2,-1
AI,3.55,0,0,0,1,1,1,1,1,1,1,1,4,2,2,4,5,8,17,0.4444444444444444,4,8,8,11,4,7,2,5,1,0,0,1,0,1,-1,0,0,2,0
Cybersecurity,3.51,1,1,1,0,0,1,0,1,0,0,1,4,3,2,3,2,6,14,0.4,2,6,10,13,1,3,5,2,0,0,0,0,0,0,1,-1,1,0,1
Data Science,3.65,1,0,0,1,1,1,0,0,0,0,0,3,4,5,3,4,4,19,0.2,5,7,10,14,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Computer Science,3.0,0,0,0,1,0,1,0,0,0,0,1,5,2,4,3,2,3,16,0.17647058823529413,2,9,12,17,0,4,1,1,0,1,0,0,0,1,-2,0,2,0,1
AI,3.02,1,1,0,0,1,0,1,0,0,0,1,1,3,5,3,4,5,16,0.29411764705882354,3,1,3,8,4,5,4,3,0,0,1,0,1,0,1,0,-1,2,-1
AI,3.43,0,1,1,1,0,1,0,0,0,0,1,4,2,1,2,3,5,12,0.38461538461538464,2,8,11,12,0,4,4,1,0,1,0,0,0,1,0,-1,2,0,1
AI,3.12,1,1,0,0,0,0,0,1,1,0,1,2,2,4,2,2,5,12,0.38461538461538464,1,2,6,9,1,4,7,3,0,0,1,0,0,0,2,-2,0,1,0
AI,3.29,0,0,1,1,1,1,0,1,0,0,0,3,5,3,4,2,5,17,0.2777777777777778,4,7,9,14,2,2,1,0,0,0,0,0,0,1,-1,1,2,-1,0
AI,3.33,1,1,0,1,1,0,1,1,0,1,1,5,1,1,1,2,8,10,0.7272727272727273,4,7,8,9,5,9,4,6,1,0,1,1,1,0,0,0,-1,3,-1
Computer Science,3.53,0,0,0,1,1,1,0,0,0,0,0,2,2,4,5,3,3,16,0.17647058823529413,4,6,8,10,2,2,0,-1,0,0,0,0,0,1,-2,1,2,-1,0
AI,3.33,1,0,0,0,1,1,0,0,0,0,0,4,2,4,1,3,3,14,0.2,4,6,9,13,3,1,1,-1,0,0,0,0,1,0,-1,1,1,-1,0
Software Engineering,3.28,1,1,0,0,1,1,1,1,1,0,1,4,2,3,4,3,8,16,0.47058823529411764,4,6,8,12,4,4,5,3,0,0,0,0,1,0,1,-1,0,1,0
Computer Science,3.14,1,0,0,1,0,0,1,1,0,1,1,2,2,4,3,3,6,14,0.4,2,4,6,8,3,10,3,7,1,0,0,1,0,0,-1,0,-1,3,0
AI,3.02,1,0,1,0,0,1,1,1,0,1,1,1,2,5,2,2,7,12,0.5384615384615384,2,3,5,8,3,7,3,6,0,0,0,1,0,0,0,0,-1,2,1
Cybersecurity,3.27,1,0,1,0,0,1,1,1,0,1,1,4,4,2,1,5,7,16,0.4117647058823529,2,6,8,13,3,7,3,6,0,0,0,1,0,0,0,0,-1,2,1
AI,3.09,0,1,1,1,1,0,0,0,0,0,0,4,4,4,2,2,4,16,0.23529411764705882,3,6,8,15,2,3,4,0,0,0,1,0,0,0,1,0,1,0,-1
Computer Science,2.79,1,0,1,0,0,0,1,1,0,1,1,2,1,3,2,4,6,12,0.46153846153846156,1,2,4,6,3,8,4,7,0,0,0,1,0,0,1,0,-2,3,0
AI,3.68,0,1,1,0,0,1,0,1,0,0,1,1,3,5,5,2,5,16,0.29411764705882354,1,3,6,11,0,2,4,2,0,0,0,0,0,0,1,-1,1,0,1
Computer Science,2.97,1,0,0,0,0,0,1,1,0,0,1,5,3,4,3,4,4,19,0.2,1,5,8,16,2,6,3,5,0,0,0,0,0,0,0,0,-1,2,0
Data Science,3.72,1,0,1,1,1,1,1,0,0,0,0,4,1,5,3,3,6,16,0.35294117647058826,5,8,10,13,4,5,2,1,0,0,0,0,1,1,-1,1,1,0,0
Cybersecurity,3.63,0,1,1,1,0,1,1,0,0,0,0,4,5,2,5,5,5,21,0.22727272727272727,2,8,10,16,1,5,4,2,0,1,0,0,0,1,0,-1,1,0,1
Cybersecurity,3.48,1,1,1,0,0,1,0,0,0,1,1,5,4,1,5,2,6,17,0.3333333333333333,2,7,10,14,2,5,5,3,0,0,0,0,0,0,1,-1,0,1,1
Cybersecurity,3.12,0,0,1,1,0,1,0,1,1,0,1,1,4,2,5,5,6,17,0.3333333333333333,2,5,8,9,0,4,4,2,0,1,0,0,0,1,0,-1,2,0,1
Data Science,3.54,1,1,0,1,1,1,0,1,0,0,0,3,3,5,1,4,6,16,0.35294117647058826,5,7,10,13,3,3,3,0,0,0,0,0,1,1,-1,0,2,-1,0
Data Science,2.66,0,1,1,0,0,1,0,1,0,1,1,2,3,3,2,5,6,15,0.375,1,4,6,10,1,4,4,4,0,0,0,0,0,0,1,-1,0,1,1
Cybersecurity,3.75,0,1,1,1,0,1,1,0,1,0,0,3,1,3,2,3,6,12,0.46153846153846156,2,7,9,11,1,5,6,2,0,1,0,0,0,1,1,-2,1,0,1
Data Science,2.61,0,1,1,1,1,0,0,1,1,1,1,4,2,5,2,2,8,15,0.5,3,6,7,13,3,6,6,4,0,0,1,0,0,0,2,-1,0,2,-1
Data Science,3.86,1,1,1,1,1,0,1,1,1,0,1,2,2,1,1,2,9,8,1.0,4,4,6,5,4,7,7,4,0,0,1,0,1,0,2,-1,0,2,-1
AI,3.28,1,0,0,1,0,1,1,0,0,1,1,4,1,3,2,5,6,15,0.375,3,8,10,11,3,9,2,5,1,1,0,1,0,1,-2,0,0,2,1
Cybersecurity,3.33,1,1,1,0,0,1,1,1,1,0,0,4,5,3,5,3,7,20,0.3333333333333333,2,6,9,16,2,4,7,3,0,0,0,0,0,0,2,-2,0,0,1
Data Science,3.1,1,1,0,1,1,1,0,0,0,0,0,4,5,4,4,2,5,19,0.25,5,8,11,16,3,3,3,-1,0,0,0,0,1,1,-1,0,2,-1,0
Data Science,3.68,0,0,0,1,0,1,0,1,0,1,0,3,3,4,5,3,4,18,0.21052631578947367,2,7,9,13,1,5,1,3,0,1,0,0,0,1,-2,0,1,0,1
Cybersecurity,3.59,1,0,1,1,0,0,0,0,1,0,0,5,2,2,4,5,4,18,0.21052631578947367,2,7,11,13,1,5,6,1,0,0,1,0,0,0,1,-1,1,0,0
Data Science,2.76,1,1,0,0,0,0,0,0,0,0,0,2,2,4,2,2,2,12,0.15384615384615385,1,2,6,9,1,3,5,1,0,0,1,0,0,0,1,-1,0,0,0
Computer Science,3.95,0,0,0,0,0,0,1,0,0,1,1,1,1,2,3,1,3,8,0.3333333333333333,0,1,2,4,2,7,2,6,0,0,0,1,0,0,0,0,-2,3,0
Software Engineering,3.51,0,1,1,1,1,0,0,0,0,0,1,2,3,5,1,4,5,15,0.3125,3,4,6,11,2,4,4,1,0,0,1,0,0,0,1,0,1,1,-1
Computer Science,3.63,0,1,0,0,0,0,1,0,1,1,0,2,2,2,3,4,4,13,0.2857142857142857,0,2,3,7,2,6,6,5,0,0,1,1,0,0,2,-2,-2,2,0
Cybersecurity,2.67,1,0,0,0,0,1,0,0,1,0,1,2,1,3,3,5,4,14,0.26666666666666666,2,4,8,8,1,3,4,1,0,0,0,0,0,0,0,-1,1,0,1
Data Science,3.5,1,0,0,0,1,0,1,0,0,1,0,3,2,5,3,4,4,17,0.2222222222222222,3,3,4,10,5,6,2,4,0,0,0,1,1,0,0,1,-2,2,-1
Data Science,3.03,1,1,0,0,1,0,0,1,0,0,0,2,2,4,1,5,4,14,0.26666666666666666,3,2,5,8,3,2,4,1,0,0,1,0,1,0,1,0,0,0,-1
Cybersecurity,2.62,1,1,0,0,1,0,0,0,1,0,0,5,2,3,3,4,4,17,0.2222222222222222,3,5,8,13,3,2,6,0,0,0,1,0,1,0,2,-1,0,0,-1
Cybersecurity,2.77,1,0,1,1,0,0,0,0,1,1,0,1,4,2,4,3,5,14,0.3333333333333333,2,3,6,6,2,7,6,3,0,0,1,0,0,0,1,-1,0,1,0
Computer Science,2.94,1,0,0,1,0,1,0,0,0,0,0,5,3,3,1,3,3,15,0.1875,3,9,13,16,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
Data Science,3.99,0,0,0,1,1,1,0,1,1,0,0,2,2,4,1,5,5,14,0.3333333333333333,4,6,8,10,2,2,2,0,0,0,0,0,0,1,-1,0,2,-1,0
Software Engineering,2.57,0,0,0,0,1,0,1,0,1,0,1,4,2,2,1,5,4,14,0.26666666666666666,2,4,5,11,3,4,3,3,0,0,1,0,0,0,1,0,-1,2,-1
Software Engineering,3.95,0,0,1,1,1,0,1,0,1,0,0,5,3,2,2,5,5,17,0.2777777777777778,3,7,8,14,3,5,4,2,0,0,1,0,0,0,1,0,0,1,-1
Data Science,3.28,1,0,0,1,0,1,1,0,0,0,0,3,3,4,5,2,4,17,0.2222222222222222,3,7,10,13,2,6,2,2,0,1,0,0,0,1,-2,0,1,0,1
Data Science,3.16,1,0,0,1,0,1,1,0,0,0,0,4,3,4,4,4,4,19,0.2,3,8,11,15,2,6,2,2,0,1,0,0,0,1,-2,0,1,0,1
AI,2.95,1,0,1,1,1,1,0,0,1,1,1,1,2,4,2,4,8,13,0.5714285714285714,5,5,7,6,4,6,4,2,0,0,0,0,1,1,0,0,1,1,0
Computer Science,2.6,0,0,1,1,1,0,0,0,1,0,1,4,2,2,5,2,5,15,0.3125,3,6,8,11,2,4,4,1,0,0,1,0,0,0,1,0,1,1,-1
Data Science,3.84,1,0,0,1,1,1,1,1,0,0,0,4,2,5,2,3,6,16,0.35294117647058826,5,8,10,14,4,5,1,2,0,0,0,0,1,1,-2,1,1,0,0
Data Science,3.17,1,1,0,1,0,1,0,0,0,0,0,5,2,4,5,4,4,20,0.19047619047619047,3,9,13,16,1,4,4,0,0,1,0,0,0,1,-1,-1,2,-1,1
Computer Science,3.28,1,1,0,1,1,1,1,0,0,1,1,3,1,4,2,3,8,13,0.5714285714285714,5,7,8,9,5,8,3,4,1,0,0,1,1,1,-1,0,0,2,0
AI,2.88,1,0,0,1,0,1,0,0,0,0,0,3,2,4,5,1,3,15,0.1875,3,7,11,12,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
AI,3.46,1,1,0,1,1,0,1,0,0,0,0,5,3,2,4,2,5,16,0.29411764705882354,4,7,9,13,4,6,4,2,0,0,1,0,1,0,0,0,0,1,-1
AI,3.1,1,0,0,0,0,0,1,1,0,1,0,3,3,4,3,4,4,17,0.2222222222222222,1,3,5,11,3,7,3,6,0,0,0,1,0,0,0,0,-2,2,0
Data Science,3.6,1,1,1,1,1,1,0,1,0,0,0,2,4,1,2,1,7,10,0.6363636363636364,5,6,9,8,3,3,4,0,0,0,0,0,1,1,0,0,2,-1,0
Computer Science,2.52,0,0,0,1,1,0,1,0,0,1,0,4,3,5,3,4,4,19,0.2,3,6,6,14,4,7,1,4,1,0,0,1,0,0,-1,1,-1,2,-1
Software Engineering,3.45,1,0,1,0,0,0,0,1,1,1,0,1,1,5,4,2,5,13,0.35714285714285715,1,1,4,6,2,5,6,4,0,0,1,0,0,0,2,-1,-1,1,0
Data Science,3.22,0,1,0,1,1,1,0,1,0,0,0,4,4,4,2,4,5,18,0.2631578947368421,4,8,10,16,2,2,2,0,0,0,0,0,0,1,-1,0,2,-1,0
Software Engineering,3.33,1,0,1,0,0,1,0,0,0,1,1,3,4,4,4,1,5,16,0.29411764705882354,2,5,8,13,2,5,3,3,0,0,0,0,0,0,0,0,0,1,1
Computer Science,3.83,1,1,1,1,0,1,0,1,0,0,1,5,1,4,5,3,7,18,0.3684210526315789,3,9,13,15,1,5,5,2,0,1,0,0,0,1,0,-1,2,0,1
AI,2.98,1,0,0,0,0,1,1,1,1,0,0,3,2,2,2,1,5,10,0.45454545454545453,2,5,8,10,2,4,4,3,0,0,0,0,0,0,0,-1,0,0,1
Computer Science,3.82,0,1,0,1,0,0,1,0,1,0,1,1,1,3,5,3,5,13,0.35714285714285715,1,3,5,6,1,7,6,4,0,0,1,0,0,0,1,-2,0,2,0
Computer Science,3.7,0,1,0,0,1,0,0,1,1,0,0,2,4,4,5,5,4,20,0.19047619047619047,2,2,4,11,2,1,5,1,0,0,1,0,0,0,2,-1,0,0,-1
Software Engineering,2.72,0,1,0,0,1,0,1,1,0,1,1,1,1,4,2,1,6,9,0.6,2,1,1,5,4,6,3,6,0,0,1,1,0,0,1,0,-2,3,-1
Cybersecurity,3.61,0,1,1,1,0,1,0,0,0,1,1,1,1,3,4,2,6,11,0.5,2,5,7,6,1,6,4,3,0,1,0,0,0,1,0,-1,1,1,1
Data Science,3.24,1,0,0,1,1,1,1,0,0,0,0,5,3,2,2,2,5,14,0.3333333333333333,5,9,11,14,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
Computer Science,3.11,1,0,0,0,0,0,1,0,0,1,0,2,3,3,3,5,3,16,0.17647058823529413,1,2,4,8,3,7,3,5,0,0,0,1,0,0,0,0,-2,2,0
AI,2.52,0,1,0,1,0,1,0,1,0,0,0,2,4,3,1,5,4,15,0.25,2,6,9,12,0,3,3,1,0,1,0,0,0,1,-1,-1,2,-1,1
Cybersecurity,3.98,1,0,0,1,0,1,0,1,0,0,1,2,5,3,4,5,5,19,0.25,3,6,10,12,1,5,2,2,0,1,0,0,0,1,-2,0,2,0,1
